,Multiplicity,Group Num,Start Position,Product,Gene Name,Reactions
wbbI,1.6279542308454604,11.0,2099200.0,"d-Galf:alpha-d-Glc beta-1,6-galactofuranosyltransferase",b2034,frozenset({<Reaction O16GALFT at 0x7fcfa6731048>})
wbbH,1.637275447987884,11.0,2099540.0,O-antigen polymerase,b2035,"frozenset({<Reaction O16AP3pp at 0x7fcfa6724a90>, <Reaction O16AP1pp at 0x7fcfa6724a58>, <Reaction O16AP2pp at 0x7fcfa6724860>})"
glf,1.498780614153356,11.0,2101248.0,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",b2036,frozenset({<Reaction UDPGALM at 0x7fcfa657f160>})
wzxB,1.6132518917719962,11.0,2101817.0,putative polisoprenol-linked O-antigen transporter,b2037,frozenset({<Reaction O16AUNDtpp at 0x7fcfa6724fd0>})
rfbC,1.836810541301841,11.0,2103296.0,"dTDP-4-deoxyrhamnose-3,5-epimerase",b2038,frozenset({<Reaction TDPDRE at 0x7fcfa65a1160>})
rfbA,1.7379815701438837,11.0,2103618.0,glucose-1-phosphate thymidylyltransferase,b2039,frozenset({<Reaction G1PTT at 0x7fcfa69b3a20>})
rfbD,1.800439425068322,11.0,2105344.0,"dTDP-L-rhamnose synthase, NAD(P)-dependent dTDP-4-dehydrorhamnose reductase subunit",b2040,frozenset({<Reaction TDPDRR at 0x7fcfa65a1240>})
rfbB,1.644945929373056,11.0,2105456.0,"dTDP-glucose 4,6 dehydratase, NAD(P)-binding",b2041,frozenset({<Reaction TDPGDH at 0x7fcfa65a1400>})
wcaN,1.5443321611507093,11.0,2107392.0,putative regulatory subunit for GalU,b2042,
wcaM,1.5979027905703116,11.0,2107982.0,colanic acid biosynthesis protein,b2043,
wcaK,1.5585884358736783,11.0,2111488.0,colanic acid biosynthesis protein,b2045,frozenset({<Reaction GALKr at 0x7fcfa695aa20>})
wzxC,1.551993571050393,11.0,2113536.0,putative colanic acid exporter,b2046,
wcaJ,1.427847295840252,11.0,2113640.0,colanic biosynthesis UDP-glucose lipid carrier transferase,b2047,
cpsG,1.5384840585194273,11.0,2115089.0,phosphomannomutase,b2048,frozenset({<Reaction PMANM at 0x7fcfa66b8ac8>})
wcaH,1.4667317117882939,11.0,2119680.0,GDP-mannose mannosyl hydrolase,b2051,frozenset({<Reaction GDPMNH at 0x7fcfa69798d0>})
gmd,1.4437345707585065,11.0,2121728.0,"GDP-D-mannose dehydratase, NAD(P)-binding",b2053,frozenset({<Reaction GMAND at 0x7fcfa6946be0>})
wcaF,1.4905591294092333,11.0,2121820.0,putative acyl transferase,b2054,
wcaD,1.459644253229216,11.0,2123776.0,putative colanic acid polymerase,b2056,
wcaC,1.530298513036362,11.0,2124333.0,putative glycosyl transferase,b2057,
wzc,1.5015162558842337,11.0,2126970.0,colanic acid production tyrosine-protein kinase; autokinase; Ugd phosphorylase,b2060,
wzb,1.5445562138618365,11.0,2129135.0,colanic acid production protein-tyrosine-phosphatase; Wzc-P dephosphorylase,b2061,
wza,1.404450695298156,11.0,2129920.0,colanic acid export protein; outer membrane auxillary lipoprotein,b2062,
yegH,1.5653714372727443,11.0,2131382.0,inner membrane protein,b2063,
asmA,1.608637944927122,11.0,2133239.0,suppressor of OmpF assembly mutants; putative outer membrane protein assembly factor; inner membrane-anchored periplasmic protein,b2064,
udk,1.6171845925956194,11.0,2136064.0,uridine/cytidine kinase,b2066,"frozenset({<Reaction URIK2 at 0x7fcfa6594438>, <Reaction CYTDK2 at 0x7fcfa6aa7438>})"
yegE,1.5024993686471924,11.0,2138112.0,putative diguanylate cyclase,b2067,
yegI,1.4564446862875455,11.0,2142519.0,protein kinase-related putative non-specific DNA-binding protein,b2070,
yegJ,1.4591175169263686,11.0,2144665.0,uncharacterized protein,b2071,
yegL,1.4821739070163016,11.0,2146304.0,VMA domain protein,b2073,
ibsA,1.6124247144969084,11.0,2146829.0,toxic membrane protein,b4667,
ibsB,1.7353539681144354,11.0,2147200.0,toxic membrane protein,b4668,
mdtA,1.5495848621253012,11.0,2148352.0,"multidrug efflux system, subunit A",b2074,
mdtB,1.5916788527597432,11.0,2148743.0,"multidrug efflux system, subunit B",b2075,
mdtC,1.4131759179868932,11.0,2154496.0,"multidrug efflux system, subunit C",b2076,
mdtD,1.45276870628122,11.0,2154944.0,,,
baeR,1.642314265526749,11.0,2157756.0,response regulator in two-component regulatory system with BaeS,b2079,
yegP,1.7480314038563793,11.0,2158669.0,UPF0339 family protein,b2080,
yegQ,1.5432339845572145,11.0,2159148.0,putative peptidase,b2081,
ogrK,1.7057199626367234,11.0,2160782.0,"orphan Ogr protein, positive regulator of P2 growth",b2082,
yegZ,1.5507919140944013,11.0,2161152.0,No_gene_product,b2083,
yegR,1.6201956782981346,11.0,2161664.0,uncharacterized protein,b2085,
yegS,1.5824296560685902,11.0,2162688.0,"phosphatidylglycerol kinase, metal-dependent",b2086,
gatD,1.4999942544098974,11.0,2165313.0,"galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding",b2091,frozenset({<Reaction GLTPD at 0x7fcfa691d4e0>})
gatC,1.5354765630573872,11.0,2166784.0,No_gene_product,b2092,frozenset({<Reaction GALTptspp at 0x7fcfa696c048>})
gatB,1.455597759262554,11.0,2167808.0,galactitol-specific enzyme IIB component of PTS,b2093,frozenset({<Reaction GALTptspp at 0x7fcfa696c048>})
gatA,1.744678449779735,11.0,2168075.0,galactitol-specific enzyme IIA component of PTS,b2094,frozenset({<Reaction GALTptspp at 0x7fcfa696c048>})
gatZ,1.6684134167080804,11.0,2168832.0,"D-tagatose 1,6-bisphosphate aldolase 2, subunit",b2095,frozenset({<Reaction TGBPA at 0x7fcfa65a1630>})
gatY,1.4699154645947996,11.0,2169828.0,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit",b2096,frozenset({<Reaction TGBPA at 0x7fcfa65a1630>})
fbaB,1.5431749838144966,11.0,2170990.0,fructose-bisphosphate aldolase class I,b2097,frozenset({<Reaction FBA at 0x7fcfa6a53d68>})
yegU,1.5988122893142716,11.0,2173573.0,ADP-ribosylglycohydrolase family protein,b2099,
yegV,1.59713732541554,11.0,2174976.0,putative kinase,b2100,
yegW,1.5868280507697277,11.0,2175513.0,putative DNA-binding transcriptional regulator,b2101,
yegX,1.5117719152823421,11.0,2177024.0,putative family 25 glycosyl hydrolase,b2102,
thiD,1.4709548368395917,11.0,2177194.0,hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase,b2103,"frozenset({<Reaction HMPK1 at 0x7fcfa689c630>, <Reaction PMPK at 0x7fcfa66b8d30>})"
thiM,1.4990871493367712,11.0,2177991.0,hydoxyethylthiazole kinase,b2104,frozenset({<Reaction HETZK at 0x7fcfa6911470>})
rcnR,1.5034339125768632,11.0,2179072.0,transcriptional repressor of rcnA,b2105,
rcnA,1.7177603834583774,11.0,2179395.0,membrane protein conferring nickel and cobalt resistance,b2106,
rcnB,1.4963169841717574,11.0,2180608.0,periplasmic modulator of Ni and Co efflux,b2107,
yehA,1.7330404647869022,11.0,2181120.0,putative fimbrial-like adhesin protein,b2108,
yehB,1.7531162470938924,11.0,2181908.0,putative outer membrane protein,b2109,
yehC,1.648935196995845,11.0,2184404.0,putative periplasmic pilin chaperone,b2110,
yehE,1.4369865041949776,11.0,2186240.0,DUF2574 family protein,b2112,
mrp,1.6627731216680535,11.0,2187264.0,antiporter inner membrane protein,b2113,
metG,1.482696749279064,11.0,2187778.0,methionyl-tRNA synthetase,b2114,frozenset({<Reaction METTRS at 0x7fcfa6803320>})
yehH,1.5746671654058095,11.0,2189952.0,No_gene_product,b4499,
yehK,1.6863422370867593,11.0,2197504.0,uncharacterized protein,b4541,
yehL,1.4785498868680633,11.0,2198074.0,putative hexameric AAA+ MoxR family ATPase,b2119,
yehP,1.571403118577704,11.0,2201600.0,VMA domain putative YehL ATPase stimulator,b2121,
yehQ,1.5155609397125624,11.0,2203648.0,No_gene_product,b2122,
yehR,1.5880929066018294,11.0,2204703.0,"lipoprotein, DUF1307 family",b2123,
yehT,1.4691107614732812,11.0,2205721.0,putative response regulator in two-component system withYehU,b2125,
yohO,1.5168820791478237,11.0,2209135.0,putative membrane protein,b4542,
yehW,1.4893007031277756,11.0,2209792.0,putative ABC transporter permease,b2128,"frozenset({<Reaction CHLabcpp at 0x7fcfa6b466a0>, <Reaction GLYBabcpp at 0x7fcfa692add8>})"
yehX,1.482925571928835,11.0,2209959.0,putative ABC transporter ATPase,b2129,"frozenset({<Reaction CHLabcpp at 0x7fcfa6b466a0>, <Reaction GLYBabcpp at 0x7fcfa692add8>})"
yehY,1.590280076268485,11.0,2211840.0,putative ABC transporter permease,b2130,"frozenset({<Reaction CHLabcpp at 0x7fcfa6b466a0>, <Reaction GLYBabcpp at 0x7fcfa692add8>})"
dld,1.4374118376426017,11.0,2215663.0,"D-lactate dehydrogenase, FAD-binding, NADH independent",b2133,"frozenset({<Reaction LDH_D at 0x7fcfa68821d0>, <Reaction LDH_D2 at 0x7fcfa6882278>})"
mdtQ,1.569282139507519,11.0,2220801.0,No_gene_product,b2139,
dusC,1.7656764700021281,11.0,2222916.0,tRNA-dihydrouridine synthase C,b2140,
yohJ,1.5479492482672652,11.0,2224128.0,UPF0299 family inner membrane protein,b2141,
cdd,1.4322685561143136,11.0,2226176.0,cytidine/deoxycytidine deaminase,b2143,"frozenset({<Reaction CYTD at 0x7fcfa6aa74a8>, <Reaction DCYTD at 0x7fcfa6ace0f0>})"
sanA,1.5178971403467514,11.0,2226356.0,DUF218 superfamily vancomycin high temperature exclusion protein,b2144,
yeiS,2.034943938550631,11.0,2227200.0,DUF2542 family protein,b2145,
preA,1.4884073951512002,11.0,2228743.0,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C",b2147,frozenset({<Reaction DURADx at 0x7fcfa6a86828>})
mglC,1.662584400389329,11.0,2230272.0,methyl-galactoside transporter subunit,b2148,"frozenset({<Reaction GALabcpp at 0x7fcfa696c710>, <Reaction GLCabcpp at 0x7fcfa6990860>})"
mglA,1.4676643743433,11.0,2231247.0,methyl-galactoside ABC transporter ATPase,b2149,"frozenset({<Reaction GALabcpp at 0x7fcfa696c710>, <Reaction GLCabcpp at 0x7fcfa6990860>})"
mglB,1.595269265765479,11.0,2232828.0,methyl-galactoside transporter subunit,b2150,"frozenset({<Reaction GALabcpp at 0x7fcfa696c710>, <Reaction GLCabcpp at 0x7fcfa6990860>})"
galS,1.5147594457689417,11.0,2234368.0,galactose- and fucose-inducible galactose regulon transcriptional isorepressor; mgl operon transcriptional repressor; autorepressor,b2151,
yeiB,1.6029420443328315,11.0,2236416.0,DUF418 family putative inner membrane protein,b2152,
folE,1.5776577304726438,11.0,2236462.0,GTP cyclohydrolase I,b2153,frozenset({<Reaction GTPCI at 0x7fcfa68ec5c0>})
yeiG,1.627836181302136,11.0,2237388.0,S-formylglutathione hydrolase,b2154,frozenset({<Reaction SFGTHi at 0x7fcfa65de9e8>})
cirA,1.612170184843864,11.0,2238256.0,colicin IA outer membrane receptor and translocator; ferric iron-catecholate transporter,b2155,frozenset({<Reaction FE3DHBZStonex at 0x7fcfa69ee9e8>})
lysP,1.589477080964004,11.0,2240541.0,lysine transporter,b2156,frozenset({<Reaction LYSt2pp at 0x7fcfa682ed68>})
yeiE,1.4898094647733573,11.0,2242560.0,putative DNA-binding transcriptional regulator,b2157,
yeiH,1.3915401471730706,11.0,2243195.0,UPF0324 family inner membrane protein,b2158,
nfo,1.5299119512686765,11.0,2244608.0,endonuclease IV with intrinsic 3'-5' exonuclease activity,b2159,
yeiI,1.569527892672796,11.0,2245178.0,putative kinase,b2160,
nupX,1.620629183971696,11.0,2246656.0,nucleoside permease,b2161,
yeiL,1.6800762364481803,11.0,2248833.0,putative transcriptional regulator,b2163,
psuK,1.8846680072641342,11.0,2251833.0,pseudouridine kinase,b2166,
fruA,1.5927012115198689,11.0,2253197.0,fused fructose-specific PTS enzymes: IIBcomponent/IIC components,b2167,frozenset({<Reaction FRUptspp at 0x7fcfa69a64a8>})
fruK,1.522421540522963,11.0,2254905.0,fructose-1-phosphate kinase,b2168,frozenset({<Reaction FRUK at 0x7fcfa6997da0>})
fruB,1.5815568919104142,11.0,2256896.0,fused fructose-specific PTS enzymes: IIA component/HPr component,b2169,frozenset({<Reaction FRUptspp at 0x7fcfa69a64a8>})
yeiR,1.6409281883154345,11.0,2261307.0,Zn-stimulated GTPase involved in zinc homeostasis; mutants are cadmium and EDTA sensitive; Zn(2+) binding protein,b2173,
lpxT,1.6852788128165967,11.0,2263040.0,lipid A 1-diphosphate synthase; undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase,b2174,frozenset({<Reaction COLIPAKpp at 0x7fcfa6ae2cf8>})
mepS,1.9260786249656179,11.0,2263457.0,"murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein, weak murein LD-carboxypeptidase",b2175,
rtn,1.623423166620552,11.0,2264204.0,"resistance protein for phages lambda and N4, putative membrane-anchored cyclic-di-GMP phosphodiesterase",b2176,
yejA,1.5107004822803858,11.0,2265842.0,microcin C ABC transporter periplasmic binding protein,b2177,
yejB,1.5952173414328918,11.0,2267657.0,microcin C ABC transporter permease,b2178,
yejG,1.6148741013030172,11.0,2271371.0,uncharacterized protein,b2181,
bcr,1.4606717868425851,11.0,2272048.0,bicyclomycin/cysteine/sulfonamide efflux transporter,b2182,
rsuA,1.6401660745477797,11.0,2273280.0,16S rRNA pseudouridine(516) synthase,b2183,
rplY,1.4846071398424399,11.0,2275995.0,50S ribosomal subunit protein L25,b2185,
yejK,1.5147975784714538,11.0,2277376.0,spermidine nucleoid-associated protein,b2186,
yejL,1.5040602534771559,11.0,2277607.0,UPF0352 family protein,b2187,
yejM,1.5352108939610878,11.0,2277854.0,essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor,b2188,
narP,1.831656786357016,11.0,2283978.0,response regulator in two-component regulatory system with NarQ,b2193,
ccmH,1.634855831845866,11.0,2285568.0,"heme lyase, CcmH subunit",b2194,
dsbE,1.6952340619836364,11.0,2285885.0,periplasmic thioredoxin of cytochrome c-type biogenesis,b2195,
ccmF,1.5104557078999818,11.0,2286439.0,"heme lyase, CcmF subunit",b2196,
ccmE,1.6712348227097915,11.0,2288379.0,periplasmic heme chaperone,b2197,frozenset({<Reaction PHEMEabcpp at 0x7fcfa670bf98>})
ccmD,1.4814818198352142,11.0,2288855.0,cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor,b2198,frozenset({<Reaction PHEMEabcpp at 0x7fcfa670bf98>})
ccmC,1.921529417763106,11.0,2289664.0,heme export ABC transporter permease; CcmE-interacting protein,b2199,frozenset({<Reaction PHEMEabcpp at 0x7fcfa670bf98>})
ccmB,1.6334791965597382,11.0,2289840.0,heme export ABC transporter permease,b2200,frozenset({<Reaction PHEMEabcpp at 0x7fcfa670bf98>})
napC,1.8104070987892862,11.0,2291712.0,"quinol dehydrogenase, electron source for NapAB",b2202,"frozenset({<Reaction NO3R2bpp at 0x7fcfa676df60>, <Reaction NO3R1bpp at 0x7fcfa676d7f0>})"
napB,1.8835475607305405,11.0,2291747.0,"nitrate reductase, small, cytochrome C550 subunit, periplasmic",b2203,"frozenset({<Reaction NO3R2bpp at 0x7fcfa676df60>, <Reaction NO3R1bpp at 0x7fcfa676d7f0>})"
napH,1.682252466139821,11.0,2292193.0,ferredoxin-type protein,b2204,frozenset({<Reaction NO3R1bpp at 0x7fcfa676d7f0>})
napG,1.6212649349815367,11.0,2293043.0,ferredoxin-type protein,b2205,frozenset({<Reaction NO3R1bpp at 0x7fcfa676d7f0>})
napA,1.6865505074900262,11.0,2293760.0,"nitrate reductase, periplasmic, large subunit",b2206,"frozenset({<Reaction NO3R2bpp at 0x7fcfa676df60>, <Reaction NO3R1bpp at 0x7fcfa676d7f0>})"
napD,1.9254730486821667,11.0,2296320.0,assembly protein for periplasmic nitrate reductase,b2207,
napF,1.609194974318502,11.0,2296481.0,"ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA",b2208,
eco,1.9319634889716721,11.0,2297856.0,"ecotin, a serine protease inhibitor",b2209,
mqo,1.570197059265008,11.0,2298586.0,"malate dehydrogenase, FAD/NAD(P)-binding domain",b2210,"frozenset({<Reaction MDH2 at 0x7fcfa67e7c88>, <Reaction MDH3 at 0x7fcfa67e7d68>})"
yojI,1.8673421457356865,11.0,2301952.0,microcin J25 efflux ABC transporter permease/ATPase,b2211,
alkB,1.494280010804185,11.0,2302169.0,oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions,b2212,
ada,1.7186201311960094,11.0,2302819.0,fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase,b2213,
apbE,1.7453573598042285,11.0,2304000.0,putative thiamine-synthetic flavin transferase lipoprotein,b2214,
